task_id,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
LIV-F1-DADOS-14_Canindeyu-Laurel,coleta_fontes_distrito,distrito,14_Canindeyu,Laurel,Departamentos/14_Canindeyu/Laurel,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Maracana,coleta_fontes_distrito,distrito,14_Canindeyu,Maracana,Departamentos/14_Canindeyu/Maracana,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Nueva_Esperanza,coleta_fontes_distrito,distrito,14_Canindeyu,Nueva_Esperanza,Departamentos/14_Canindeyu/Nueva_Esperanza,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Puerto_Adela,coleta_fontes_distrito,distrito,14_Canindeyu,Puerto_Adela,Departamentos/14_Canindeyu/Puerto_Adela,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Salto_del_Guaira,coleta_fontes_distrito,distrito,14_Canindeyu,Salto_del_Guaira,Departamentos/14_Canindeyu/Salto_del_Guaira,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Villa_Ygatimi,coleta_fontes_distrito,distrito,14_Canindeyu,Villa_Ygatimi,Departamentos/14_Canindeyu/Villa_Ygatimi,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Yasy_Cany,coleta_fontes_distrito,distrito,14_Canindeyu,Yasy_Cany,Departamentos/14_Canindeyu/Yasy_Cany,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Yby_Pyta,coleta_fontes_distrito,distrito,14_Canindeyu,Yby_Pyta,Departamentos/14_Canindeyu/Yby_Pyta,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Ybyrarovana,coleta_fontes_distrito,distrito,14_Canindeyu,Ybyrarovana,Departamentos/14_Canindeyu/Ybyrarovana,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-14_Canindeyu-Ypejhu,coleta_fontes_distrito,distrito,14_Canindeyu,Ypejhu,Departamentos/14_Canindeyu/Ypejhu,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Benjamin_Aceval,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Campo_Aceval,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-General_Bruguez,coleta_fontes_distrito,distrito,15_Presidente_Hayes,General_Bruguez,Departamentos/15_Presidente_Hayes/General_Bruguez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Jose_Falcon,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Jose_Falcon,Departamentos/15_Presidente_Hayes/Jose_Falcon,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Nanawa,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Nanawa,Departamentos/15_Presidente_Hayes/Nanawa,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Nueva_Asuncion,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Nueva_Asuncion,Departamentos/15_Presidente_Hayes/Nueva_Asuncion,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Puerto_Pinasco,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Puerto_Pinasco,Departamentos/15_Presidente_Hayes/Puerto_Pinasco,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Teniente_Esteban_Martinez,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Teniente_Esteban_Martinez,Departamentos/15_Presidente_Hayes/Teniente_Esteban_Martinez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Teniente_Irala_Fernandez,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Teniente_Irala_Fernandez,Departamentos/15_Presidente_Hayes/Teniente_Irala_Fernandez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-15_Presidente_Hayes-Villa_Hayes,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Villa_Hayes,Departamentos/15_Presidente_Hayes/Villa_Hayes,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-16_Boqueron-Boqueron,coleta_fontes_distrito,distrito,16_Boqueron,Boqueron,Departamentos/16_Boqueron/Boqueron,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-16_Boqueron-Filadelfia,coleta_fontes_distrito,distrito,16_Boqueron,Filadelfia,Departamentos/16_Boqueron/Filadelfia,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-16_Boqueron-Loma_Plata,coleta_fontes_distrito,distrito,16_Boqueron,Loma_Plata,Departamentos/16_Boqueron/Loma_Plata,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-16_Boqueron-Mariscal_Estigarribia,coleta_fontes_distrito,distrito,16_Boqueron,Mariscal_Estigarribia,Departamentos/16_Boqueron/Mariscal_Estigarribia,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-17_Alto_Paraguay-Bahia_Negra,coleta_fontes_distrito,distrito,17_Alto_Paraguay,Bahia_Negra,Departamentos/17_Alto_Paraguay/Bahia_Negra,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-17_Alto_Paraguay-Capitan_Carmelo_Peralta,coleta_fontes_distrito,distrito,17_Alto_Paraguay,Capitan_Carmelo_Peralta,Departamentos/17_Alto_Paraguay/Capitan_Carmelo_Peralta,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-17_Alto_Paraguay-Fuerte_Olimpo,coleta_fontes_distrito,distrito,17_Alto_Paraguay,Fuerte_Olimpo,Departamentos/17_Alto_Paraguay/Fuerte_Olimpo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-17_Alto_Paraguay-Puerto_Casado,coleta_fontes_distrito,distrito,17_Alto_Paraguay,Puerto_Casado,Departamentos/17_Alto_Paraguay/Puerto_Casado,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-IND-00_Distrito_Capital-Asuncion,quantificar_indicadores_distrito,distrito,00_Distrito_Capital,Asuncion,Departamentos/00_Distrito_Capital/Asuncion,LIV-F1-DADOS-00_Distrito_Capital-Asuncion,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Arroyito,quantificar_indicadores_distrito,distrito,01_Concepcion,Arroyito,Departamentos/01_Concepcion/Arroyito,LIV-F1-DADOS-01_Concepcion-Arroyito,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Azotey,quantificar_indicadores_distrito,distrito,01_Concepcion,Azotey,Departamentos/01_Concepcion/Azotey,LIV-F1-DADOS-01_Concepcion-Azotey,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Belen,quantificar_indicadores_distrito,distrito,01_Concepcion,Belen,Departamentos/01_Concepcion/Belen,LIV-F1-DADOS-01_Concepcion-Belen,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Concepcion,quantificar_indicadores_distrito,distrito,01_Concepcion,Concepcion,Departamentos/01_Concepcion/Concepcion,LIV-F1-DADOS-01_Concepcion-Concepcion,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Horqueta,quantificar_indicadores_distrito,distrito,01_Concepcion,Horqueta,Departamentos/01_Concepcion/Horqueta,LIV-F1-DADOS-01_Concepcion-Horqueta,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Itacua,quantificar_indicadores_distrito,distrito,01_Concepcion,Itacua,Departamentos/01_Concepcion/Itacua,LIV-F1-DADOS-01_Concepcion-Itacua,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Loreto,quantificar_indicadores_distrito,distrito,01_Concepcion,Loreto,Departamentos/01_Concepcion/Loreto,LIV-F1-DADOS-01_Concepcion-Loreto,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Paso_Barreto,quantificar_indicadores_distrito,distrito,01_Concepcion,Paso_Barreto,Departamentos/01_Concepcion/Paso_Barreto,LIV-F1-DADOS-01_Concepcion-Paso_Barreto,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Paso_Horqueta,quantificar_indicadores_distrito,distrito,01_Concepcion,Paso_Horqueta,Departamentos/01_Concepcion/Paso_Horqueta,LIV-F1-DADOS-01_Concepcion-Paso_Horqueta,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-San_Alfredo,quantificar_indicadores_distrito,distrito,01_Concepcion,San_Alfredo,Departamentos/01_Concepcion/San_Alfredo,LIV-F1-DADOS-01_Concepcion-San_Alfredo,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-San_Carlos_del_Apa,quantificar_indicadores_distrito,distrito,01_Concepcion,San_Carlos_del_Apa,Departamentos/01_Concepcion/San_Carlos_del_Apa,LIV-F1-DADOS-01_Concepcion-San_Carlos_del_Apa,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-San_Lazaro,quantificar_indicadores_distrito,distrito,01_Concepcion,San_Lazaro,Departamentos/01_Concepcion/San_Lazaro,LIV-F1-DADOS-01_Concepcion-San_Lazaro,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Sargento_Jose_Felix_Lopez,quantificar_indicadores_distrito,distrito,01_Concepcion,Sargento_Jose_Felix_Lopez,Departamentos/01_Concepcion/Sargento_Jose_Felix_Lopez,LIV-F1-DADOS-01_Concepcion-Sargento_Jose_Felix_Lopez,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-01_Concepcion-Yby_Yau,quantificar_indicadores_distrito,distrito,01_Concepcion,Yby_Yau,Departamentos/01_Concepcion/Yby_Yau,LIV-F1-DADOS-01_Concepcion-Yby_Yau,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-25_de_Diciembre,quantificar_indicadores_distrito,distrito,02_San_Pedro,25_de_Diciembre,Departamentos/02_San_Pedro/25_de_Diciembre,LIV-F1-DADOS-02_San_Pedro-25_de_Diciembre,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Antequera,quantificar_indicadores_distrito,distrito,02_San_Pedro,Antequera,Departamentos/02_San_Pedro/Antequera,LIV-F1-DADOS-02_San_Pedro-Antequera,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Capiibary,quantificar_indicadores_distrito,distrito,02_San_Pedro,Capiibary,Departamentos/02_San_Pedro/Capiibary,LIV-F1-DADOS-02_San_Pedro-Capiibary,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Chore,quantificar_indicadores_distrito,distrito,02_San_Pedro,Chore,Departamentos/02_San_Pedro/Chore,LIV-F1-DADOS-02_San_Pedro-Chore,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-General_Elizardo_Aquino,quantificar_indicadores_distrito,distrito,02_San_Pedro,General_Elizardo_Aquino,Departamentos/02_San_Pedro/General_Elizardo_Aquino,LIV-F1-DADOS-02_San_Pedro-General_Elizardo_Aquino,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-General_Resquin,quantificar_indicadores_distrito,distrito,02_San_Pedro,General_Resquin,Departamentos/02_San_Pedro/General_Resquin,LIV-F1-DADOS-02_San_Pedro-General_Resquin,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Guayaibi,quantificar_indicadores_distrito,distrito,02_San_Pedro,Guayaibi,Departamentos/02_San_Pedro/Guayaibi,LIV-F1-DADOS-02_San_Pedro-Guayaibi,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Itacurubi,quantificar_indicadores_distrito,distrito,02_San_Pedro,Itacurubi,Departamentos/02_San_Pedro/Itacurubi,LIV-F1-DADOS-02_San_Pedro-Itacurubi,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Itacurubi_del_Rosario,quantificar_indicadores_distrito,distrito,02_San_Pedro,Itacurubi_del_Rosario,Departamentos/02_San_Pedro/Itacurubi_del_Rosario,LIV-F1-DADOS-02_San_Pedro-Itacurubi_del_Rosario,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Liberacion,quantificar_indicadores_distrito,distrito,02_San_Pedro,Liberacion,Departamentos/02_San_Pedro/Liberacion,LIV-F1-DADOS-02_San_Pedro-Liberacion,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Lima,quantificar_indicadores_distrito,distrito,02_San_Pedro,Lima,Departamentos/02_San_Pedro/Lima,LIV-F1-DADOS-02_San_Pedro-Lima,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Nueva_Germania,quantificar_indicadores_distrito,distrito,02_San_Pedro,Nueva_Germania,Departamentos/02_San_Pedro/Nueva_Germania,LIV-F1-DADOS-02_San_Pedro-Nueva_Germania,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-San_Estanislao,quantificar_indicadores_distrito,distrito,02_San_Pedro,San_Estanislao,Departamentos/02_San_Pedro/San_Estanislao,LIV-F1-DADOS-02_San_Pedro-San_Estanislao,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-San_Pablo,quantificar_indicadores_distrito,distrito,02_San_Pedro,San_Pablo,Departamentos/02_San_Pedro/San_Pablo,LIV-F1-DADOS-02_San_Pedro-San_Pablo,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-San_Pedro_de_Ycuamandiyu,quantificar_indicadores_distrito,distrito,02_San_Pedro,San_Pedro_de_Ycuamandiyu,Departamentos/02_San_Pedro/San_Pedro_de_Ycuamandiyu,LIV-F1-DADOS-02_San_Pedro-San_Pedro_de_Ycuamandiyu,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-San_Vicente_Pancholo,quantificar_indicadores_distrito,distrito,02_San_Pedro,San_Vicente_Pancholo,Departamentos/02_San_Pedro/San_Vicente_Pancholo,LIV-F1-DADOS-02_San_Pedro-San_Vicente_Pancholo,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Santa_Rosa_del_Aguaray,quantificar_indicadores_distrito,distrito,02_San_Pedro,Santa_Rosa_del_Aguaray,Departamentos/02_San_Pedro/Santa_Rosa_del_Aguaray,LIV-F1-DADOS-02_San_Pedro-Santa_Rosa_del_Aguaray,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Tacuati,quantificar_indicadores_distrito,distrito,02_San_Pedro,Tacuati,Departamentos/02_San_Pedro/Tacuati,LIV-F1-DADOS-02_San_Pedro-Tacuati,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Union,quantificar_indicadores_distrito,distrito,02_San_Pedro,Union,Departamentos/02_San_Pedro/Union,LIV-F1-DADOS-02_San_Pedro-Union,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Villa_del_Rosario,quantificar_indicadores_distrito,distrito,02_San_Pedro,Villa_del_Rosario,Departamentos/02_San_Pedro/Villa_del_Rosario,LIV-F1-DADOS-02_San_Pedro-Villa_del_Rosario,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Yataity_del_Norte,quantificar_indicadores_distrito,distrito,02_San_Pedro,Yataity_del_Norte,Departamentos/02_San_Pedro/Yataity_del_Norte,LIV-F1-DADOS-02_San_Pedro-Yataity_del_Norte,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-02_San_Pedro-Yrybucua,quantificar_indicadores_distrito,distrito,02_San_Pedro,Yrybucua,Departamentos/02_San_Pedro/Yrybucua,LIV-F1-DADOS-02_San_Pedro-Yrybucua,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Altos,quantificar_indicadores_distrito,distrito,03_Cordillera,Altos,Departamentos/03_Cordillera/Altos,LIV-F1-DADOS-03_Cordillera-Altos,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Arroyos_y_Esteros,quantificar_indicadores_distrito,distrito,03_Cordillera,Arroyos_y_Esteros,Departamentos/03_Cordillera/Arroyos_y_Esteros,LIV-F1-DADOS-03_Cordillera-Arroyos_y_Esteros,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Caacupe,quantificar_indicadores_distrito,distrito,03_Cordillera,Caacupe,Departamentos/03_Cordillera/Caacupe,LIV-F1-DADOS-03_Cordillera-Caacupe,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Caraguatay,quantificar_indicadores_distrito,distrito,03_Cordillera,Caraguatay,Departamentos/03_Cordillera/Caraguatay,LIV-F1-DADOS-03_Cordillera-Caraguatay,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Emboscada,quantificar_indicadores_distrito,distrito,03_Cordillera,Emboscada,Departamentos/03_Cordillera/Emboscada,LIV-F1-DADOS-03_Cordillera-Emboscada,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Eusebio_Ayala,quantificar_indicadores_distrito,distrito,03_Cordillera,Eusebio_Ayala,Departamentos/03_Cordillera/Eusebio_Ayala,LIV-F1-DADOS-03_Cordillera-Eusebio_Ayala,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Isla_Pucu,quantificar_indicadores_distrito,distrito,03_Cordillera,Isla_Pucu,Departamentos/03_Cordillera/Isla_Pucu,LIV-F1-DADOS-03_Cordillera-Isla_Pucu,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Itacurubi_de_la_Cordillera,quantificar_indicadores_distrito,distrito,03_Cordillera,Itacurubi_de_la_Cordillera,Departamentos/03_Cordillera/Itacurubi_de_la_Cordillera,LIV-F1-DADOS-03_Cordillera-Itacurubi_de_la_Cordillera,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Juan_de_Mena,quantificar_indicadores_distrito,distrito,03_Cordillera,Juan_de_Mena,Departamentos/03_Cordillera/Juan_de_Mena,LIV-F1-DADOS-03_Cordillera-Juan_de_Mena,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Loma_Grande,quantificar_indicadores_distrito,distrito,03_Cordillera,Loma_Grande,Departamentos/03_Cordillera/Loma_Grande,LIV-F1-DADOS-03_Cordillera-Loma_Grande,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Mbocayaty_del_Yhaguy,quantificar_indicadores_distrito,distrito,03_Cordillera,Mbocayaty_del_Yhaguy,Departamentos/03_Cordillera/Mbocayaty_del_Yhaguy,LIV-F1-DADOS-03_Cordillera-Mbocayaty_del_Yhaguy,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Nueva_Colombia,quantificar_indicadores_distrito,distrito,03_Cordillera,Nueva_Colombia,Departamentos/03_Cordillera/Nueva_Colombia,LIV-F1-DADOS-03_Cordillera-Nueva_Colombia,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Piribebuy,quantificar_indicadores_distrito,distrito,03_Cordillera,Piribebuy,Departamentos/03_Cordillera/Piribebuy,LIV-F1-DADOS-03_Cordillera-Piribebuy,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Primero_de_Marzo,quantificar_indicadores_distrito,distrito,03_Cordillera,Primero_de_Marzo,Departamentos/03_Cordillera/Primero_de_Marzo,LIV-F1-DADOS-03_Cordillera-Primero_de_Marzo,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-San_Bernardino,quantificar_indicadores_distrito,distrito,03_Cordillera,San_Bernardino,Departamentos/03_Cordillera/San_Bernardino,LIV-F1-DADOS-03_Cordillera-San_Bernardino,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-San_Jose_de_los_Arroyos,quantificar_indicadores_distrito,distrito,03_Cordillera,San_Jose_de_los_Arroyos,Departamentos/03_Cordillera/San_Jose_de_los_Arroyos,LIV-F1-DADOS-03_Cordillera-San_Jose_de_los_Arroyos,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Santa_Elena,quantificar_indicadores_distrito,distrito,03_Cordillera,Santa_Elena,Departamentos/03_Cordillera/Santa_Elena,LIV-F1-DADOS-03_Cordillera-Santa_Elena,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Tobati,quantificar_indicadores_distrito,distrito,03_Cordillera,Tobati,Departamentos/03_Cordillera/Tobati,LIV-F1-DADOS-03_Cordillera-Tobati,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-03_Cordillera-Valenzuela,quantificar_indicadores_distrito,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,LIV-F1-DADOS-03_Cordillera-Valenzuela,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-Borja,quantificar_indicadores_distrito,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,LIV-F1-DADOS-04_Guaira-Borja,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-Capitan_Mauricio_Jose_Troche,quantificar_indicadores_distrito,distrito,04_Guaira,Capitan_Mauricio_Jose_Troche,Departamentos/04_Guaira/Capitan_Mauricio_Jose_Troche,LIV-F1-DADOS-04_Guaira-Capitan_Mauricio_Jose_Troche,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-Coronel_Martinez,quantificar_indicadores_distrito,distrito,04_Guaira,Coronel_Martinez,Departamentos/04_Guaira/Coronel_Martinez,LIV-F1-DADOS-04_Guaira-Coronel_Martinez,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-Doctor_Botrell,quantificar_indicadores_distrito,distrito,04_Guaira,Doctor_Botrell,Departamentos/04_Guaira/Doctor_Botrell,LIV-F1-DADOS-04_Guaira-Doctor_Botrell,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-Felix_Perez_Cardozo,quantificar_indicadores_distrito,distrito,04_Guaira,Felix_Perez_Cardozo,Departamentos/04_Guaira/Felix_Perez_Cardozo,LIV-F1-DADOS-04_Guaira-Felix_Perez_Cardozo,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-General_Eugenio_A_Garay,quantificar_indicadores_distrito,distrito,04_Guaira,General_Eugenio_A_Garay,Departamentos/04_Guaira/General_Eugenio_A_Garay,LIV-F1-DADOS-04_Guaira-General_Eugenio_A_Garay,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV-F1-IND-04_Guaira-Independencia,quantificar_indicadores_distrito,distrito,04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,LIV-F1-DADOS-04_Guaira-Independencia,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
