task_id,wave,phase,department,district,path,depends_on,status,priority,definition_of_done
W2-SENS-04_Guaira-Jose_Fassardi,onda2,sensibilidade_gss,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,W2-GSS-04_Guaira-Jose_Fassardi,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Jose_Fassardi,onda2,qa_quantitativo,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,W2-SENS-04_Guaira-Jose_Fassardi,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Jose_Fassardi,onda3,midia_especifica,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,W2-QA-04_Guaira-Jose_Fassardi,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Jose_Fassardi,onda3,redacao_final_local,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,W3-MIDIA-04_Guaira-Jose_Fassardi,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Jose_Fassardi,onda3,qa_publicacao_local,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,W3-REDACAO-04_Guaira-Jose_Fassardi,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Mbocayaty_del_Guaira,onda1,base_factual,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Mbocayaty_del_Guaira,onda1,indicadores_minimos,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W1-FATOS-04_Guaira-Mbocayaty_del_Guaira,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Mbocayaty_del_Guaira,onda1,qa_factual,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W1-INDIC-04_Guaira-Mbocayaty_del_Guaira,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Mbocayaty_del_Guaira,onda2,gss_calibrado,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W1-QA-04_Guaira-Mbocayaty_del_Guaira,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Mbocayaty_del_Guaira,onda2,sensibilidade_gss,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W2-GSS-04_Guaira-Mbocayaty_del_Guaira,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Mbocayaty_del_Guaira,onda2,qa_quantitativo,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W2-SENS-04_Guaira-Mbocayaty_del_Guaira,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Mbocayaty_del_Guaira,onda3,midia_especifica,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W2-QA-04_Guaira-Mbocayaty_del_Guaira,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Mbocayaty_del_Guaira,onda3,redacao_final_local,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W3-MIDIA-04_Guaira-Mbocayaty_del_Guaira,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Mbocayaty_del_Guaira,onda3,qa_publicacao_local,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,W3-REDACAO-04_Guaira-Mbocayaty_del_Guaira,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Natalicio_Talavera,onda1,base_factual,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Natalicio_Talavera,onda1,indicadores_minimos,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W1-FATOS-04_Guaira-Natalicio_Talavera,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Natalicio_Talavera,onda1,qa_factual,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W1-INDIC-04_Guaira-Natalicio_Talavera,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Natalicio_Talavera,onda2,gss_calibrado,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W1-QA-04_Guaira-Natalicio_Talavera,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Natalicio_Talavera,onda2,sensibilidade_gss,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W2-GSS-04_Guaira-Natalicio_Talavera,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Natalicio_Talavera,onda2,qa_quantitativo,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W2-SENS-04_Guaira-Natalicio_Talavera,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Natalicio_Talavera,onda3,midia_especifica,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W2-QA-04_Guaira-Natalicio_Talavera,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Natalicio_Talavera,onda3,redacao_final_local,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W3-MIDIA-04_Guaira-Natalicio_Talavera,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Natalicio_Talavera,onda3,qa_publicacao_local,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,W3-REDACAO-04_Guaira-Natalicio_Talavera,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Numi,onda1,base_factual,04_Guaira,Numi,Departamentos/04_Guaira/Numi,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Numi,onda1,indicadores_minimos,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W1-FATOS-04_Guaira-Numi,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Numi,onda1,qa_factual,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W1-INDIC-04_Guaira-Numi,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Numi,onda2,gss_calibrado,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W1-QA-04_Guaira-Numi,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Numi,onda2,sensibilidade_gss,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W2-GSS-04_Guaira-Numi,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Numi,onda2,qa_quantitativo,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W2-SENS-04_Guaira-Numi,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Numi,onda3,midia_especifica,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W2-QA-04_Guaira-Numi,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Numi,onda3,redacao_final_local,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W3-MIDIA-04_Guaira-Numi,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Numi,onda3,qa_publicacao_local,04_Guaira,Numi,Departamentos/04_Guaira/Numi,W3-REDACAO-04_Guaira-Numi,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Paso_Yobai,onda1,base_factual,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Paso_Yobai,onda1,indicadores_minimos,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W1-FATOS-04_Guaira-Paso_Yobai,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Paso_Yobai,onda1,qa_factual,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W1-INDIC-04_Guaira-Paso_Yobai,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Paso_Yobai,onda2,gss_calibrado,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W1-QA-04_Guaira-Paso_Yobai,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Paso_Yobai,onda2,sensibilidade_gss,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W2-GSS-04_Guaira-Paso_Yobai,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Paso_Yobai,onda2,qa_quantitativo,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W2-SENS-04_Guaira-Paso_Yobai,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Paso_Yobai,onda3,midia_especifica,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W2-QA-04_Guaira-Paso_Yobai,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Paso_Yobai,onda3,redacao_final_local,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W3-MIDIA-04_Guaira-Paso_Yobai,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Paso_Yobai,onda3,qa_publicacao_local,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,W3-REDACAO-04_Guaira-Paso_Yobai,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-San_Salvador,onda1,base_factual,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-San_Salvador,onda1,indicadores_minimos,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W1-FATOS-04_Guaira-San_Salvador,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-San_Salvador,onda1,qa_factual,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W1-INDIC-04_Guaira-San_Salvador,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-San_Salvador,onda2,gss_calibrado,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W1-QA-04_Guaira-San_Salvador,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-San_Salvador,onda2,sensibilidade_gss,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W2-GSS-04_Guaira-San_Salvador,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-San_Salvador,onda2,qa_quantitativo,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W2-SENS-04_Guaira-San_Salvador,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-San_Salvador,onda3,midia_especifica,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W2-QA-04_Guaira-San_Salvador,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-San_Salvador,onda3,redacao_final_local,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W3-MIDIA-04_Guaira-San_Salvador,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-San_Salvador,onda3,qa_publicacao_local,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,W3-REDACAO-04_Guaira-San_Salvador,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Tebicuary,onda1,base_factual,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Tebicuary,onda1,indicadores_minimos,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W1-FATOS-04_Guaira-Tebicuary,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Tebicuary,onda1,qa_factual,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W1-INDIC-04_Guaira-Tebicuary,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Tebicuary,onda2,gss_calibrado,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W1-QA-04_Guaira-Tebicuary,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Tebicuary,onda2,sensibilidade_gss,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W2-GSS-04_Guaira-Tebicuary,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Tebicuary,onda2,qa_quantitativo,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W2-SENS-04_Guaira-Tebicuary,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Tebicuary,onda3,midia_especifica,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W2-QA-04_Guaira-Tebicuary,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Tebicuary,onda3,redacao_final_local,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W3-MIDIA-04_Guaira-Tebicuary,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Tebicuary,onda3,qa_publicacao_local,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,W3-REDACAO-04_Guaira-Tebicuary,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Villarrica,onda1,base_factual,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Villarrica,onda1,indicadores_minimos,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W1-FATOS-04_Guaira-Villarrica,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Villarrica,onda1,qa_factual,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W1-INDIC-04_Guaira-Villarrica,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Villarrica,onda2,gss_calibrado,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W1-QA-04_Guaira-Villarrica,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Villarrica,onda2,sensibilidade_gss,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W2-GSS-04_Guaira-Villarrica,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Villarrica,onda2,qa_quantitativo,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W2-SENS-04_Guaira-Villarrica,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Villarrica,onda3,midia_especifica,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W2-QA-04_Guaira-Villarrica,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Villarrica,onda3,redacao_final_local,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W3-MIDIA-04_Guaira-Villarrica,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Villarrica,onda3,qa_publicacao_local,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,W3-REDACAO-04_Guaira-Villarrica,done,P1,Checklist local de publicação aprovado
W1-FATOS-04_Guaira-Yataity_del_Guaira,onda1,base_factual,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-04_Guaira-Yataity_del_Guaira,onda1,indicadores_minimos,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W1-FATOS-04_Guaira-Yataity_del_Guaira,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-04_Guaira-Yataity_del_Guaira,onda1,qa_factual,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W1-INDIC-04_Guaira-Yataity_del_Guaira,done,P1,Checklist Onda 1 aprovado
W2-GSS-04_Guaira-Yataity_del_Guaira,onda2,gss_calibrado,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W1-QA-04_Guaira-Yataity_del_Guaira,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-04_Guaira-Yataity_del_Guaira,onda2,sensibilidade_gss,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W2-GSS-04_Guaira-Yataity_del_Guaira,done,P2,Análise de sensibilidade registrada
W2-QA-04_Guaira-Yataity_del_Guaira,onda2,qa_quantitativo,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W2-SENS-04_Guaira-Yataity_del_Guaira,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-04_Guaira-Yataity_del_Guaira,onda3,midia_especifica,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W2-QA-04_Guaira-Yataity_del_Guaira,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-04_Guaira-Yataity_del_Guaira,onda3,redacao_final_local,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W3-MIDIA-04_Guaira-Yataity_del_Guaira,done,P2,Texto final local coerente e publicável
W3-QA-04_Guaira-Yataity_del_Guaira,onda3,qa_publicacao_local,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,W3-REDACAO-04_Guaira-Yataity_del_Guaira,done,P1,Checklist local de publicação aprovado
W1-FATOS-05_Caaguazu-Caaguazu,onda1,base_factual,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-05_Caaguazu-Caaguazu,onda1,indicadores_minimos,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W1-FATOS-05_Caaguazu-Caaguazu,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-05_Caaguazu-Caaguazu,onda1,qa_factual,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W1-INDIC-05_Caaguazu-Caaguazu,done,P1,Checklist Onda 1 aprovado
W2-GSS-05_Caaguazu-Caaguazu,onda2,gss_calibrado,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W1-QA-05_Caaguazu-Caaguazu,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-05_Caaguazu-Caaguazu,onda2,sensibilidade_gss,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W2-GSS-05_Caaguazu-Caaguazu,done,P2,Análise de sensibilidade registrada
W2-QA-05_Caaguazu-Caaguazu,onda2,qa_quantitativo,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W2-SENS-05_Caaguazu-Caaguazu,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-05_Caaguazu-Caaguazu,onda3,midia_especifica,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W2-QA-05_Caaguazu-Caaguazu,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-05_Caaguazu-Caaguazu,onda3,redacao_final_local,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W3-MIDIA-05_Caaguazu-Caaguazu,done,P2,Texto final local coerente e publicável
W3-QA-05_Caaguazu-Caaguazu,onda3,qa_publicacao_local,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,W3-REDACAO-05_Caaguazu-Caaguazu,done,P1,Checklist local de publicação aprovado
W1-FATOS-05_Caaguazu-Carayao,onda1,base_factual,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-05_Caaguazu-Carayao,onda1,indicadores_minimos,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W1-FATOS-05_Caaguazu-Carayao,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-05_Caaguazu-Carayao,onda1,qa_factual,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W1-INDIC-05_Caaguazu-Carayao,done,P1,Checklist Onda 1 aprovado
W2-GSS-05_Caaguazu-Carayao,onda2,gss_calibrado,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W1-QA-05_Caaguazu-Carayao,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-05_Caaguazu-Carayao,onda2,sensibilidade_gss,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W2-GSS-05_Caaguazu-Carayao,done,P2,Análise de sensibilidade registrada
W2-QA-05_Caaguazu-Carayao,onda2,qa_quantitativo,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W2-SENS-05_Caaguazu-Carayao,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-05_Caaguazu-Carayao,onda3,midia_especifica,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W2-QA-05_Caaguazu-Carayao,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-05_Caaguazu-Carayao,onda3,redacao_final_local,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W3-MIDIA-05_Caaguazu-Carayao,done,P2,Texto final local coerente e publicável
W3-QA-05_Caaguazu-Carayao,onda3,qa_publicacao_local,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,W3-REDACAO-05_Caaguazu-Carayao,done,P1,Checklist local de publicação aprovado
W1-FATOS-05_Caaguazu-Coronel_Oviedo,onda1,base_factual,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-05_Caaguazu-Coronel_Oviedo,onda1,indicadores_minimos,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W1-FATOS-05_Caaguazu-Coronel_Oviedo,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-05_Caaguazu-Coronel_Oviedo,onda1,qa_factual,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W1-INDIC-05_Caaguazu-Coronel_Oviedo,done,P1,Checklist Onda 1 aprovado
W2-GSS-05_Caaguazu-Coronel_Oviedo,onda2,gss_calibrado,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W1-QA-05_Caaguazu-Coronel_Oviedo,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-05_Caaguazu-Coronel_Oviedo,onda2,sensibilidade_gss,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W2-GSS-05_Caaguazu-Coronel_Oviedo,done,P2,Análise de sensibilidade registrada
W2-QA-05_Caaguazu-Coronel_Oviedo,onda2,qa_quantitativo,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W2-SENS-05_Caaguazu-Coronel_Oviedo,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-05_Caaguazu-Coronel_Oviedo,onda3,midia_especifica,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W2-QA-05_Caaguazu-Coronel_Oviedo,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-05_Caaguazu-Coronel_Oviedo,onda3,redacao_final_local,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W3-MIDIA-05_Caaguazu-Coronel_Oviedo,done,P2,Texto final local coerente e publicável
W3-QA-05_Caaguazu-Coronel_Oviedo,onda3,qa_publicacao_local,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,W3-REDACAO-05_Caaguazu-Coronel_Oviedo,done,P1,Checklist local de publicação aprovado
W1-FATOS-05_Caaguazu-Doctor_Cecilio_Baez,onda1,base_factual,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-05_Caaguazu-Doctor_Cecilio_Baez,onda1,indicadores_minimos,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W1-FATOS-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-05_Caaguazu-Doctor_Cecilio_Baez,onda1,qa_factual,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W1-INDIC-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Checklist Onda 1 aprovado
W2-GSS-05_Caaguazu-Doctor_Cecilio_Baez,onda2,gss_calibrado,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W1-QA-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-05_Caaguazu-Doctor_Cecilio_Baez,onda2,sensibilidade_gss,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W2-GSS-05_Caaguazu-Doctor_Cecilio_Baez,done,P2,Análise de sensibilidade registrada
W2-QA-05_Caaguazu-Doctor_Cecilio_Baez,onda2,qa_quantitativo,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W2-SENS-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-05_Caaguazu-Doctor_Cecilio_Baez,onda3,midia_especifica,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W2-QA-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-05_Caaguazu-Doctor_Cecilio_Baez,onda3,redacao_final_local,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W3-MIDIA-05_Caaguazu-Doctor_Cecilio_Baez,done,P2,Texto final local coerente e publicável
W3-QA-05_Caaguazu-Doctor_Cecilio_Baez,onda3,qa_publicacao_local,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,W3-REDACAO-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Checklist local de publicação aprovado
W1-FATOS-05_Caaguazu-Doctor_Eulogio_Estigarribia,onda1,base_factual,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-05_Caaguazu-Doctor_Eulogio_Estigarribia,onda1,indicadores_minimos,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,W1-FATOS-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,Indicadores mínimos completos com unidade e referência temporal
