task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
ENR-MIDIA-MD-04_Guaira-Independencia,atualizar_media_md,04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,ENR-MIDIA-DOWN-04_Guaira-Independencia,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Independencia,validar_enriquecimento,04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,ENR-MIDIA-MD-04_Guaira-Independencia,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Itape,enriquecer_dados,04_Guaira,Itape,Departamentos/04_Guaira/Itape,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Itape,recalcular_gss,04_Guaira,Itape,Departamentos/04_Guaira/Itape,ENR-DADOS-04_Guaira-Itape,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Itape,baixar_midia,04_Guaira,Itape,Departamentos/04_Guaira/Itape,ENR-DADOS-04_Guaira-Itape,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Itape/media/
ENR-MIDIA-MD-04_Guaira-Itape,atualizar_media_md,04_Guaira,Itape,Departamentos/04_Guaira/Itape,ENR-MIDIA-DOWN-04_Guaira-Itape,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Itape,validar_enriquecimento,04_Guaira,Itape,Departamentos/04_Guaira/Itape,ENR-MIDIA-MD-04_Guaira-Itape,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Iturbe,enriquecer_dados,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Iturbe,recalcular_gss,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,ENR-DADOS-04_Guaira-Iturbe,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Iturbe,baixar_midia,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,ENR-DADOS-04_Guaira-Iturbe,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Iturbe/media/
ENR-MIDIA-MD-04_Guaira-Iturbe,atualizar_media_md,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,ENR-MIDIA-DOWN-04_Guaira-Iturbe,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Iturbe,validar_enriquecimento,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,ENR-MIDIA-MD-04_Guaira-Iturbe,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Jose_Fassardi,enriquecer_dados,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Jose_Fassardi,recalcular_gss,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,ENR-DADOS-04_Guaira-Jose_Fassardi,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Jose_Fassardi,baixar_midia,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,ENR-DADOS-04_Guaira-Jose_Fassardi,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Jose_Fassardi/media/
ENR-MIDIA-MD-04_Guaira-Jose_Fassardi,atualizar_media_md,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,ENR-MIDIA-DOWN-04_Guaira-Jose_Fassardi,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Jose_Fassardi,validar_enriquecimento,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,ENR-MIDIA-MD-04_Guaira-Jose_Fassardi,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Mbocayaty_del_Guaira,enriquecer_dados,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Mbocayaty_del_Guaira,recalcular_gss,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,ENR-DADOS-04_Guaira-Mbocayaty_del_Guaira,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Mbocayaty_del_Guaira,baixar_midia,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,ENR-DADOS-04_Guaira-Mbocayaty_del_Guaira,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Mbocayaty_del_Guaira/media/
ENR-MIDIA-MD-04_Guaira-Mbocayaty_del_Guaira,atualizar_media_md,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,ENR-MIDIA-DOWN-04_Guaira-Mbocayaty_del_Guaira,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Mbocayaty_del_Guaira,validar_enriquecimento,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,ENR-MIDIA-MD-04_Guaira-Mbocayaty_del_Guaira,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Natalicio_Talavera,enriquecer_dados,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Natalicio_Talavera,recalcular_gss,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,ENR-DADOS-04_Guaira-Natalicio_Talavera,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Natalicio_Talavera,baixar_midia,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,ENR-DADOS-04_Guaira-Natalicio_Talavera,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Natalicio_Talavera/media/
ENR-MIDIA-MD-04_Guaira-Natalicio_Talavera,atualizar_media_md,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,ENR-MIDIA-DOWN-04_Guaira-Natalicio_Talavera,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Natalicio_Talavera,validar_enriquecimento,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,ENR-MIDIA-MD-04_Guaira-Natalicio_Talavera,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Numi,enriquecer_dados,04_Guaira,Numi,Departamentos/04_Guaira/Numi,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Numi,recalcular_gss,04_Guaira,Numi,Departamentos/04_Guaira/Numi,ENR-DADOS-04_Guaira-Numi,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Numi,baixar_midia,04_Guaira,Numi,Departamentos/04_Guaira/Numi,ENR-DADOS-04_Guaira-Numi,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Numi/media/
ENR-MIDIA-MD-04_Guaira-Numi,atualizar_media_md,04_Guaira,Numi,Departamentos/04_Guaira/Numi,ENR-MIDIA-DOWN-04_Guaira-Numi,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Numi,validar_enriquecimento,04_Guaira,Numi,Departamentos/04_Guaira/Numi,ENR-MIDIA-MD-04_Guaira-Numi,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Paso_Yobai,enriquecer_dados,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Paso_Yobai,recalcular_gss,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,ENR-DADOS-04_Guaira-Paso_Yobai,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Paso_Yobai,baixar_midia,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,ENR-DADOS-04_Guaira-Paso_Yobai,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Paso_Yobai/media/
ENR-MIDIA-MD-04_Guaira-Paso_Yobai,atualizar_media_md,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,ENR-MIDIA-DOWN-04_Guaira-Paso_Yobai,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Paso_Yobai,validar_enriquecimento,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,ENR-MIDIA-MD-04_Guaira-Paso_Yobai,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-San_Salvador,enriquecer_dados,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-San_Salvador,recalcular_gss,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,ENR-DADOS-04_Guaira-San_Salvador,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-San_Salvador,baixar_midia,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,ENR-DADOS-04_Guaira-San_Salvador,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/San_Salvador/media/
ENR-MIDIA-MD-04_Guaira-San_Salvador,atualizar_media_md,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,ENR-MIDIA-DOWN-04_Guaira-San_Salvador,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-San_Salvador,validar_enriquecimento,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,ENR-MIDIA-MD-04_Guaira-San_Salvador,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Tebicuary,enriquecer_dados,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Tebicuary,recalcular_gss,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,ENR-DADOS-04_Guaira-Tebicuary,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Tebicuary,baixar_midia,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,ENR-DADOS-04_Guaira-Tebicuary,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Tebicuary/media/
ENR-MIDIA-MD-04_Guaira-Tebicuary,atualizar_media_md,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,ENR-MIDIA-DOWN-04_Guaira-Tebicuary,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Tebicuary,validar_enriquecimento,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,ENR-MIDIA-MD-04_Guaira-Tebicuary,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Villarrica,enriquecer_dados,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Villarrica,recalcular_gss,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,ENR-DADOS-04_Guaira-Villarrica,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Villarrica,baixar_midia,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,ENR-DADOS-04_Guaira-Villarrica,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Villarrica/media/
ENR-MIDIA-MD-04_Guaira-Villarrica,atualizar_media_md,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,ENR-MIDIA-DOWN-04_Guaira-Villarrica,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Villarrica,validar_enriquecimento,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,ENR-MIDIA-MD-04_Guaira-Villarrica,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-04_Guaira-Yataity_del_Guaira,enriquecer_dados,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-04_Guaira-Yataity_del_Guaira,recalcular_gss,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,ENR-DADOS-04_Guaira-Yataity_del_Guaira,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-04_Guaira-Yataity_del_Guaira,baixar_midia,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,ENR-DADOS-04_Guaira-Yataity_del_Guaira,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/04_Guaira/Yataity_del_Guaira/media/
ENR-MIDIA-MD-04_Guaira-Yataity_del_Guaira,atualizar_media_md,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,ENR-MIDIA-DOWN-04_Guaira-Yataity_del_Guaira,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-04_Guaira-Yataity_del_Guaira,validar_enriquecimento,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,ENR-MIDIA-MD-04_Guaira-Yataity_del_Guaira,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Caaguazu,enriquecer_dados,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Caaguazu,recalcular_gss,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,ENR-DADOS-05_Caaguazu-Caaguazu,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Caaguazu,baixar_midia,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,ENR-DADOS-05_Caaguazu-Caaguazu,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Caaguazu/media/
ENR-MIDIA-MD-05_Caaguazu-Caaguazu,atualizar_media_md,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,ENR-MIDIA-DOWN-05_Caaguazu-Caaguazu,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Caaguazu,validar_enriquecimento,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,ENR-MIDIA-MD-05_Caaguazu-Caaguazu,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Carayao,enriquecer_dados,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Carayao,recalcular_gss,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,ENR-DADOS-05_Caaguazu-Carayao,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Carayao,baixar_midia,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,ENR-DADOS-05_Caaguazu-Carayao,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Carayao/media/
ENR-MIDIA-MD-05_Caaguazu-Carayao,atualizar_media_md,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,ENR-MIDIA-DOWN-05_Caaguazu-Carayao,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Carayao,validar_enriquecimento,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,ENR-MIDIA-MD-05_Caaguazu-Carayao,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Coronel_Oviedo,enriquecer_dados,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Coronel_Oviedo,recalcular_gss,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,ENR-DADOS-05_Caaguazu-Coronel_Oviedo,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Coronel_Oviedo,baixar_midia,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,ENR-DADOS-05_Caaguazu-Coronel_Oviedo,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Coronel_Oviedo/media/
ENR-MIDIA-MD-05_Caaguazu-Coronel_Oviedo,atualizar_media_md,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,ENR-MIDIA-DOWN-05_Caaguazu-Coronel_Oviedo,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Coronel_Oviedo,validar_enriquecimento,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,ENR-MIDIA-MD-05_Caaguazu-Coronel_Oviedo,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Doctor_Cecilio_Baez,enriquecer_dados,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Doctor_Cecilio_Baez,recalcular_gss,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,ENR-DADOS-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Doctor_Cecilio_Baez,baixar_midia,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,ENR-DADOS-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Doctor_Cecilio_Baez/media/
ENR-MIDIA-MD-05_Caaguazu-Doctor_Cecilio_Baez,atualizar_media_md,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,ENR-MIDIA-DOWN-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Doctor_Cecilio_Baez,validar_enriquecimento,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,ENR-MIDIA-MD-05_Caaguazu-Doctor_Cecilio_Baez,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Doctor_Eulogio_Estigarribia,enriquecer_dados,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Doctor_Eulogio_Estigarribia,recalcular_gss,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,ENR-DADOS-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Doctor_Eulogio_Estigarribia,baixar_midia,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,ENR-DADOS-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia/media/
ENR-MIDIA-MD-05_Caaguazu-Doctor_Eulogio_Estigarribia,atualizar_media_md,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,ENR-MIDIA-DOWN-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Doctor_Eulogio_Estigarribia,validar_enriquecimento,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,ENR-MIDIA-MD-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,enriquecer_dados,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,recalcular_gss,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,ENR-DADOS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Doctor_Juan_Manuel_Frutos,baixar_midia,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,ENR-DADOS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos/media/
ENR-MIDIA-MD-05_Caaguazu-Doctor_Juan_Manuel_Frutos,atualizar_media_md,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,ENR-MIDIA-DOWN-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,validar_enriquecimento,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,ENR-MIDIA-MD-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Jose_Domingo_Ocampos,enriquecer_dados,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-Jose_Domingo_Ocampos,recalcular_gss,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,ENR-DADOS-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-Jose_Domingo_Ocampos,baixar_midia,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,ENR-DADOS-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/Jose_Domingo_Ocampos/media/
ENR-MIDIA-MD-05_Caaguazu-Jose_Domingo_Ocampos,atualizar_media_md,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,ENR-MIDIA-DOWN-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-Jose_Domingo_Ocampos,validar_enriquecimento,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,ENR-MIDIA-MD-05_Caaguazu-Jose_Domingo_Ocampos,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-La_Pastora,enriquecer_dados,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-05_Caaguazu-La_Pastora,recalcular_gss,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,ENR-DADOS-05_Caaguazu-La_Pastora,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-05_Caaguazu-La_Pastora,baixar_midia,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,ENR-DADOS-05_Caaguazu-La_Pastora,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/05_Caaguazu/La_Pastora/media/
ENR-MIDIA-MD-05_Caaguazu-La_Pastora,atualizar_media_md,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,ENR-MIDIA-DOWN-05_Caaguazu-La_Pastora,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-05_Caaguazu-La_Pastora,validar_enriquecimento,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,ENR-MIDIA-MD-05_Caaguazu-La_Pastora,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,enriquecer_dados,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
