task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
E1-CIT-05_Caaguazu-Carayao,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Carayao,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E1-CIT-05_Caaguazu-Carayao,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Carayao,E1,qa_evidencia,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E1-INDIC-05_Caaguazu-Carayao,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Carayao,E2,calibracao_notas_AE,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E1-QA-05_Caaguazu-Carayao,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Carayao,E2,gss_reproduzivel,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E2-MODEL-05_Caaguazu-Carayao,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Carayao,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E2-GSS-05_Caaguazu-Carayao,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-Carayao,E2,qa_modelo,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E2-SENS-05_Caaguazu-Carayao,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-Carayao,E3,midia_tecnica_local,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E2-QA-05_Caaguazu-Carayao,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-Carayao,E3,qa_midia,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E3-MIDIA-05_Caaguazu-Carayao,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-Carayao,E4,redacao_profunda_distrital,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E3-QA-05_Caaguazu-Carayao,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-Carayao,E4,qa_editorial_distrital,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,E4-TEXTO-05_Caaguazu-Carayao,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-Coronel_Oviedo,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Coronel_Oviedo,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E1-CIT-05_Caaguazu-Coronel_Oviedo,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Coronel_Oviedo,E1,qa_evidencia,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E1-INDIC-05_Caaguazu-Coronel_Oviedo,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Coronel_Oviedo,E2,calibracao_notas_AE,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E1-QA-05_Caaguazu-Coronel_Oviedo,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Coronel_Oviedo,E2,gss_reproduzivel,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E2-MODEL-05_Caaguazu-Coronel_Oviedo,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Coronel_Oviedo,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E2-GSS-05_Caaguazu-Coronel_Oviedo,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-Coronel_Oviedo,E2,qa_modelo,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E2-SENS-05_Caaguazu-Coronel_Oviedo,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-Coronel_Oviedo,E3,midia_tecnica_local,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E2-QA-05_Caaguazu-Coronel_Oviedo,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-Coronel_Oviedo,E3,qa_midia,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E3-MIDIA-05_Caaguazu-Coronel_Oviedo,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-Coronel_Oviedo,E4,redacao_profunda_distrital,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E3-QA-05_Caaguazu-Coronel_Oviedo,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-Coronel_Oviedo,E4,qa_editorial_distrital,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,E4-TEXTO-05_Caaguazu-Coronel_Oviedo,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-Doctor_Cecilio_Baez,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Doctor_Cecilio_Baez,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E1-CIT-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Doctor_Cecilio_Baez,E1,qa_evidencia,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E1-INDIC-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Doctor_Cecilio_Baez,E2,calibracao_notas_AE,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E1-QA-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Doctor_Cecilio_Baez,E2,gss_reproduzivel,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E2-MODEL-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Doctor_Cecilio_Baez,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E2-GSS-05_Caaguazu-Doctor_Cecilio_Baez,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-Doctor_Cecilio_Baez,E2,qa_modelo,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E2-SENS-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-Doctor_Cecilio_Baez,E3,midia_tecnica_local,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E2-QA-05_Caaguazu-Doctor_Cecilio_Baez,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-Doctor_Cecilio_Baez,E3,qa_midia,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E3-MIDIA-05_Caaguazu-Doctor_Cecilio_Baez,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-Doctor_Cecilio_Baez,E4,redacao_profunda_distrital,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E3-QA-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-Doctor_Cecilio_Baez,E4,qa_editorial_distrital,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,E4-TEXTO-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-Doctor_Eulogio_Estigarribia,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Doctor_Eulogio_Estigarribia,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E1-CIT-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,E1,qa_evidencia,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E1-INDIC-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Doctor_Eulogio_Estigarribia,E2,calibracao_notas_AE,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E1-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Doctor_Eulogio_Estigarribia,E2,gss_reproduzivel,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E2-MODEL-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Doctor_Eulogio_Estigarribia,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E2-GSS-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,E2,qa_modelo,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E2-SENS-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-Doctor_Eulogio_Estigarribia,E3,midia_tecnica_local,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E2-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,E3,qa_midia,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E3-MIDIA-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-Doctor_Eulogio_Estigarribia,E4,redacao_profunda_distrital,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E3-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-Doctor_Eulogio_Estigarribia,E4,qa_editorial_distrital,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,E4-TEXTO-05_Caaguazu-Doctor_Eulogio_Estigarribia,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E1-CIT-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E1,qa_evidencia,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E1-INDIC-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E2,calibracao_notas_AE,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E1-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E2,gss_reproduzivel,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E2-MODEL-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E2-GSS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E2,qa_modelo,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E2-SENS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E3,midia_tecnica_local,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E2-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E3,qa_midia,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E3-MIDIA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E4,redacao_profunda_distrital,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E3-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-Doctor_Juan_Manuel_Frutos,E4,qa_editorial_distrital,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,E4-TEXTO-05_Caaguazu-Doctor_Juan_Manuel_Frutos,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-Jose_Domingo_Ocampos,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Jose_Domingo_Ocampos,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E1-CIT-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Jose_Domingo_Ocampos,E1,qa_evidencia,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E1-INDIC-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Jose_Domingo_Ocampos,E2,calibracao_notas_AE,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E1-QA-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Jose_Domingo_Ocampos,E2,gss_reproduzivel,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E2-MODEL-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Jose_Domingo_Ocampos,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E2-GSS-05_Caaguazu-Jose_Domingo_Ocampos,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-Jose_Domingo_Ocampos,E2,qa_modelo,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E2-SENS-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-Jose_Domingo_Ocampos,E3,midia_tecnica_local,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E2-QA-05_Caaguazu-Jose_Domingo_Ocampos,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-Jose_Domingo_Ocampos,E3,qa_midia,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E3-MIDIA-05_Caaguazu-Jose_Domingo_Ocampos,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-Jose_Domingo_Ocampos,E4,redacao_profunda_distrital,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E3-QA-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-Jose_Domingo_Ocampos,E4,qa_editorial_distrital,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,E4-TEXTO-05_Caaguazu-Jose_Domingo_Ocampos,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-La_Pastora,E1,citacao_linha_a_linha,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-La_Pastora,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E1-CIT-05_Caaguazu-La_Pastora,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-La_Pastora,E1,qa_evidencia,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E1-INDIC-05_Caaguazu-La_Pastora,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-La_Pastora,E2,calibracao_notas_AE,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E1-QA-05_Caaguazu-La_Pastora,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-La_Pastora,E2,gss_reproduzivel,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E2-MODEL-05_Caaguazu-La_Pastora,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-La_Pastora,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E2-GSS-05_Caaguazu-La_Pastora,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-05_Caaguazu-La_Pastora,E2,qa_modelo,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E2-SENS-05_Caaguazu-La_Pastora,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-05_Caaguazu-La_Pastora,E3,midia_tecnica_local,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E2-QA-05_Caaguazu-La_Pastora,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-05_Caaguazu-La_Pastora,E3,qa_midia,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E3-MIDIA-05_Caaguazu-La_Pastora,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-05_Caaguazu-La_Pastora,E4,redacao_profunda_distrital,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E3-QA-05_Caaguazu-La_Pastora,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-05_Caaguazu-La_Pastora,E4,qa_editorial_distrital,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,E4-TEXTO-05_Caaguazu-La_Pastora,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,E1,citacao_linha_a_linha,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,E1,indicadores_oficiais_granulares,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,E1-CIT-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,E1,qa_evidencia,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,E1-INDIC-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,E2,calibracao_notas_AE,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,E1-QA-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,E2,gss_reproduzivel,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,E2-MODEL-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,E2,sensibilidade_3_cenarios,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,E2-GSS-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
